"nixtamaliz*"  (All Fields) AND "corn" OR "maize"  (All Fields)
Timespan:2010-2023. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Effect of germinated black bean cotyledons (Phaseolus vulgaris L.) as an extruded flour ingredient on physicochemical characteristics, in vitro digestibility starch, and protein of nixtamalized blue maize cookies","de la Rosa-Millan, Julian; Perez-Carrillo, Esther; Guajardo-Flores, Sara","","","","STARCH-STARKE","MAR 2017","2017","69","3-4","","","SI","","","1600085","10.1002/star.201600085","","","4","0.57","0","0","0","0","0","0","0","0","0","0","1","1","2","0"
"Bioactives-retained non-glutinous noodles from nixtamalized Dent and Flint maize","Das, Amit K.; Bhattacharya, Sila; Singh, Vasudeva","","","","FOOD CHEMISTRY","FEB 15 2017","2017","217","","","","","125","132","","10.1016/j.foodchem.2016.08.061","","","4","0.57","0","0","0","0","0","0","0","0","1","1","1","1","0","0"
"Effect of Nixtamalized Maize with Lime Water (Nejayote) on Rheological and Microbiological Properties of Masa","Valderrama-Bravo, C.; Dominguez-Pacheco, F.; Hernandez-Aguilar, C.; Flores-Saldana, N.; Villagran-Ortiz, P.; Perez-Reyes, C.; Sanchez-Hernandez, G.; Oaxaca-Luna, A.","","","","JOURNAL OF FOOD PROCESSING AND PRESERVATION","FEB 2017","2017","41","1","","","","","","e12748","10.1111/jfpp.12748","","","4","0.57","0","0","0","0","0","0","0","0","1","1","1","1","0","0"
"ACRYLAMIDE CONTENT IN TORTILLA CHIPS PREPARED FROM PIGMENTED MAIZE KERNELS","Delgado, R. M.; Arambula-Villa, G.; Luna-Barcenas, G.; Flores-Casamayor, V.; Veles-Medina, J. J.; Azuara, E.; Salazar, R.","","","","REVISTA MEXICANA DE INGENIERIA QUIMICA","APR 2016","2016","15","1","","","","69","78","","","","","4","0.50","0","0","0","0","0","0","0","0","2","0","1","0","1","0"
"FERULATED ARABINOXYLANS FROM CEREALS. A REVIEW OF THEIR PHYSICO-CHEMICAL CHARACTERISTICS AND GELLING CAPABILITY","Morales-Ortega, Adriana; Nino-Medina, Guillermo; Carvajal-Millan, Elizabeth; Gardea-Bejar, Alfonso; Torres-Chavez, Patricia; Lopez-Franco, Yolanda; Rascon-Chu, Agustin; Lizardi-Mendoza, Jaime","","","","REVISTA FITOTECNIA MEXICANA","OCT-DEC 2013","2013","36","4","","","","439","446","","","","","4","0.36","0","0","0","0","0","0","0","1","2","0","0","1","0","0"
"Effect of sodium carbonate on appearance and textural properties of glutinous rice cake","Reepholkul, Kunyarat; Charoenrein, Sanguansri","","","","INTERNATIONAL JOURNAL OF FOOD SCIENCE AND TECHNOLOGY","OCT 2013","2013","48","10","","","","2185","2192","","10.1111/ijfs.12203","","","4","0.36","0","0","0","0","0","1","1","0","0","1","1","0","0","0"
"Effects of Inoculation Loading and Substrate Bed Thickness on the Production of Menaquinone 7 via Solid State Fermentation","Mahanama, Raja; Berenjian, Aydin; Talbot, Andrea; Biffin, Ray; Regtop, Hubert; Dehghani, Fariba; Kavanagh, John","","","Ao, SI; Douglas, C; Grundfest, WS; Burgstone, J","WORLD CONGRESS ON ENGINEERING AND COMPUTER SCIENCE, WCECS 2011, VOL II","2011","2011","","","","","","694","697","","","World Congress on Engineering and Computer Science (WCECS 2011)","OCT 19-21, 2011","4","0.31","0","1","1","0","0","0","0","0","0","0","0","0","2","0"
"The Destruction of Aflatoxins in Corn by "Nixtamalizacion"","Guzman-de-Pena, Doralinda","","","Rai, M; Varma, A","MYCOTOXINS IN FOOD, FEED AND BIOWEAPONS","2010","2010","","","","","","39","49","","10.1007/978-3-642-00725-5_3","","","4","0.29","0","0","0","0","0","1","0","0","0","0","1","0","2","0"
"Incidence of aflatoxins and fumonisins in grain, masa and corn tortillas in four municipalities in the department of Lempira, Honduras","Cabrera-Meraz, Jeimy; Maldonado, Luis; Bianchini, Andreia; Espinal, Raul","","","","HELIYON","DEC 2021","2021","7","12","","","","","","e08506","10.1016/j.heliyon.2021.e08506","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"Metaproteomic Insights Into the Microbial Community in Pozol","Rizo, Jocelin; Guillen, Daniel; Diaz-Ruiz, Gloria; Wacher, Carmen; Encarnacion, Sergio; Sanchez, Sergio; Rodriguez-Sanoja, Romina","","","","FRONTIERS IN NUTRITION","AUG 20 2021","2021","8","","","","","","","","10.3389/fnut.2021.714814","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","1","2","0"
"Effect of drying method and process conditions on physicochemical and rheological properties of arabinoxylans extracted from corn-lime-cooking-liquor on a pilot plant scale","Berlanga-Reyes, Claudia; Guerrero-Elias, Hiram Y.; Ignacio-Pacheco, Moises; Contreras-Jacquez, Victor; Camacho-Ruiz, Rosa; Mateos-Diaz, Juan Carlos; Nevarez-Moorillon, Virginia; Asaff-Torres, Ali","","","","FOOD HYDROCOLLOIDS","OCT 2021","2021","119","","","","","","","106819","10.1016/j.foodhyd.2021.106819","","","3","1.00","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"Effect ofPleurotus agavesmushroom addition on the physicochemical and sensory properties of blue maize tortillas produced with traditional and ecological nixtamalization","Garcia-Rojas, D. A.; Meneses, M. E.; Martinez-Carrera, D.; Figueroa-Cardenas, J. D.; Sanchez-Medina, M. A.; Bonilla-Quintero, M.; Petlacalco-Sanchez, B.; Martinez-Gutierrez, G. A.; Perez-Herrera, A.","","","","FOOD & FUNCTION","OCT 1 2020","2020","11","10","","","","8768","8779","","10.1039/d0fo01018a","","","3","0.75","0","0","0","0","0","0","0","0","0","0","0","2","1","0"
"Effect of extrusion conditions on the anthocyanin content, functionality, and pasting properties of obtained nixtamalized blue corn flour (Zea maysL.) and process optimization","Menchaca-Armenta, Mariela; Ramirez-Wong, Benjamin; Torres-Chavez, Patricia I.; Quintero-Ramos, Armando; Ledesma-Osuna, Ana I.; Frutos, Maria J.; Gutierrez-Dorado, Roberto; Campas-Baypoli, Olga N.; Morales-Rosas, Ignacio","","","","JOURNAL OF FOOD SCIENCE","JUL 2020","2020","85","7","","","","2143","2152","","10.1111/1750-3841.15312","","","3","0.75","0","0","0","0","0","0","0","0","0","0","0","1","2","0"
"Genotype selection influences the quality of gluten-free bread from maize","Ekpa, Onu; Palacios-Rojas, Natalia; Rosales, Aldo; Renzetti, Stefano; Fogliano, Vincenzo; Linnemann, Anita R.","","","","LWT-FOOD SCIENCE AND TECHNOLOGY","MAY 2020","2020","125","","","","","","","109214","10.1016/j.lwt.2020.109214","","","3","0.75","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"Heat transfer simulation in corn kernel during nixtamalization process","Garcia-Armenta, E.; Caro-Corrales, J.; Cronin, K.; Reyes-Moreno, C.; Gutierrez-Dorado, R.","","","","REVISTA MEXICANA DE INGENIERIA QUIMICA","MAY-AUG 2020","2020","19","2","","","","745","754","","10.24275/rmiq/Alim792","","","3","0.75","0","0","0","0","0","0","0","0","0","0","0","2","1","0"
"Evaluation of the quality of nixtamalized maize flours for tortilla production with a new Mixolab protocol","Espinosa-Ramirez, Johanan; Rosell, Cristina M.; Serna-Saldivar, Sergio O.; Perez-Carrillo, Esther","","","","CEREAL CHEMISTRY","MAR 2020","2020","97","2","","","","527","539","","10.1002/cche.10267","","","3","0.75","0","0","0","0","0","0","0","0","0","0","1","2","0","0"
"Physicochemical study of nixtamalized corn masa and tortillas fortified with "chapulin" (grasshopper, Sphenarium purpurascens) flour","Contreras Jimenez, Brenda; Oseguera Toledo, Miguel E.; Garcia Mier, Lina; Martinez Bravo, Ricardo; Gonzalez Gutierrez, Carlos Alberto; Curiel Ayala, Fabiola; Rodriguez-Garcia, Mario E.","","","","CYTA-JOURNAL OF FOOD","JAN 1 2020","2020","18","1","","","","527","534","","10.1080/19476337.2020.1794980","","","3","0.75","0","0","0","0","0","0","0","0","0","0","0","2","1","0"
"EVALUATION OF THE MECHANISM OF OIL UPTAKE AND WATER LOSS DURING DEEP-FAT FRYING OF TORTILLA CHIPS","Topete-Betancourt, A.; Figueroa-Cardenas, J. de D.; Morales-Sanchez, E.; Arambula-Villa, G.; Perez-Robles, J. F.","","","","REVISTA MEXICANA DE INGENIERIA QUIMICA","JAN-APR 2020","2020","19","1","","","","409","421","","","","","3","0.75","0","0","0","0","0","0","0","0","0","0","1","1","1","0"
"Physicochemical characterization of flours and rheological and textural changes of masa and tortillas obtained from maize fertilized with nejayote and ovine manure","Valderrama Bravo, Maria C.; Cornejo Villegas, Maria A.; Zambrano Zaragoza, Maria L.; Dominguez Hernandez, Martha E.; Zepeda Bautista, Rosalba; Oaxaca Luna, Juan A.","","","","INTERNATIONAL AGROPHYSICS","2020","2020","34","2","","","","241","252","","10.31545/intagr/118411","","","3","0.75","0","0","0","0","0","0","0","0","0","0","0","1","2","0"
"A theoretical and experimental approach to evaluate zein-calcium interaction in nixtamalization process","Gomez-Castro, Carlos Z.; Rodriguez, Jose A.; Cruz-Borbolla, Julian; Quintanar-Guzman, Adriana; Sanchez-Ortega, Irais; Santos, Eva M.","","","","FOOD CHEMISTRY","NOV 1 2019","2019","297","","","","","","","124995","10.1016/j.foodchem.2019.124995","","","3","0.60","0","0","0","0","0","0","0","0","0","0","1","2","0","0"
"Effect of nixtamalization treatment of three varieties of grain sorghum on the reduction of total phenolics and their subsequent enzymatic hydrolysis","Gonzalez, Delmy Diaz; Morawicki, Ruben; Mauromoustakos, Andy","","","","JOURNAL OF FOOD PROCESSING AND PRESERVATION","SEP 2019","2019","43","9","","","","","","e14067","10.1111/jfpp.14067","","","3","0.60","0","0","0","0","0","0","0","0","0","0","1","1","1","0"
"Nixtamalized maize supplementation with a sardine protein concentrate to improve the biological value of tortillas","Lopez-Alarcon, Mardia; Montalvo-Velarde, Irene; Bernal-Gracida, Lilia; de Lourdes Barbosa-Cortes, Maria","","","","GACETA MEDICA DE MEXICO","MAY-JUN 2018","2018","154","3","","","","327","334","","10.24875/GMM.17003373","","","3","0.50","0","0","0","0","0","0","0","0","0","1","1","1","0","0"
"PREHISPANIC BIOTECHNOLOGY IN MESOAMERICA","Larque-Saavedra, Alfonso","","","","REVISTA FITOTECNIA MEXICANA","APR-JUN 2016","2016","39","2","","","","107","115","","","","","3","0.38","0","0","0","0","0","0","0","1","0","0","0","0","2","0"
"Influence of heat-moisture modification in the presence of calcium compound on physicochemical properties of pigeon pea [Cajanus cajan (L.) Millsp.] starch","Srijunthongsiri, Suwapat; Pradipasena, Pasawadee; Tulyathan, Vanna","","","","FOOD HYDROCOLLOIDS","FEB 2016","2016","53","","","","","192","198","","10.1016/j.foodhyd.2014.11.018","12th International Hydrocolloids Conference","MAY 05-09, 2014","3","0.38","0","0","0","0","0","0","0","1","0","1","1","0","0","0"
"Physicochemical properties of glutinous rice in the presence of alkali and borax","Anupapsamosorn, Sukanya; Charoenrein, Sanguansri","","","","STARCH-STARKE","DEC 2015","2015","67","11-12","","","","930","936","","10.1002/star.201500103","","","3","0.33","0","0","0","0","0","0","0","0","0","0","3","0","0","0"
"FATTY ACID, PHENOLIC COMPOUNDS AND INDUSTRIAL QUALIY OF NATIVE MAIZE LANDRACES FROM GUANAJUATO","Guzman-Maldonado, Salvador H.; Gricelda Vazquez-Carrillo, Ma.; Alfonso Aguirre-Gomez, J.; Serrano-Fujarte, Isela","","","","REVISTA FITOTECNIA MEXICANA","APR-JUN 2015","2015","38","2","","","","213","222","","","","","3","0.33","0","0","0","0","0","0","0","0","1","0","2","0","0","0"
"Determination of Calcium Mobility in Alkaline-Cooked Grounded Corn in Presence of a Magnetic Field","Vargas, S.; Rangel, D.; Quintanilla, F.; Rodriguez, R.","","","","JOURNAL OF FOOD SCIENCE","JUL 2014","2014","79","7","","","","E1343","E1350","","10.1111/1750-3841.12421","","","3","0.30","0","0","0","0","0","1","0","1","1","0","0","0","0","0"
"Isolation and characterization of the microflora of nixtamalized corn masa","Adolphson, Stephen J.; Dunn, Michael L.; Jefferies, Laura K.; Steele, Frost M. z","","","","INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY","AUG 1 2013","2013","165","3","","","","209","213","","10.1016/j.ijfoodmicro.2013.05.010","","","3","0.27","0","0","0","0","0","1","1","0","0","0","0","0","0","1"
"Effects of extrusion process in snacks of oats-nixtamalized corn pericarp mixtures on dietary fiber content and functional properties","Zambrano-Zaragoza, M. L.; Gutierrez-Cortez, E.; Jimenez-Vieyra, M. E.; Gallardo-Navarro, Y. T.; Cornejo-Villegas, M. A.; Quintanar-Guerrero, D.","","","","CYTA-JOURNAL OF FOOD","MAY 1 2013","2013","11","","","1","SI","38","45","","10.1080/19476337.2012.763046","","","3","0.27","0","0","0","0","0","1","1","0","0","0","0","1","0","0"
"Dielectric determination of bio- and free-calcium in commercial alkaline-cooked ground corn","Vargas, Susana; Estevez, Miriam; Hernandez-Martinez, Angel R.; Rangel, Domingo; Quintanilla, Francisco; Rodriguez, Rogelio","","","","INTERNATIONAL JOURNAL OF FOOD SCIENCE AND TECHNOLOGY","MAY 2012","2012","47","5","","","","1072","1078","","10.1111/j.1365-2621.2012.02943.x","","","3","0.25","0","0","0","0","1","1","0","0","0","1","0","0","0","0"
"Predicting moisture content during maize nixtamalization using machine learning with NIR spectroscopy","Burns, Michael J.; Renk, Jonathan S.; Eickholt, David P.; Gilbert, Amanda M.; Hattery, Travis J.; Holmes, Mark; Anderson, Nickolas; Waters, Amanda J.; Kalambur, Sathya; Flint-Garcia, Sherry A.; Yandeau-Nelson, Marna D.; Annor, George A.; Hirsch, Candice N.","","","","THEORETICAL AND APPLIED GENETICS","NOV 2021","2021","134","11","","","","3743","3757","","10.1007/s00122-021-03926-8","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"Phenolic extract from nejayote flour: Bioactive properties and its potential use as an antimicrobial agent of alginate-based edible coatings","Castaneda-Ruelas, Gloria M.; Karely Ibarra-Medina, R.; Nino-Medina, Guillermo; Mora-Rochin, Saraid; Montes-Avila, Julio; Cuevas-Rodriguez, Edith O.; Jimenez-Edeza, Maribel","","","","CEREAL CHEMISTRY","NOV 2021","2021","98","6","","","","1165","1174","","10.1002/cche.10467","","","2","0.67","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"High-energy alkaline milling as a potential physical and chemical cornstarch ecofriendly treatment to produce nixtamalized flours","Amador-Rodriguez, Karla Yuritzi; Silos-Espino, Hector; Perales-Segovia, Catarino; Flores-Benitez, Silvia; Valera-Montero, Luis L.; Martinez-Bustos, Fernando","","","","INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES","DEC 1 2020","2020","164","","","","","3429","3437","","10.1016/j.ijbiomac.2020.08.132","","","2","0.50","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"Microstructural Changes and In Vitro Digestibility of Maize Starch Treated with Different Calcium Compounds Used in Nixtamalization Processes","Roldan-Cruz, Cesar; Garcia-Diaz, Samuel; Garcia-Hernandez, Angeles; Alvarez-Ramirez, Jose; Vernon-Carter, E. Jaime","","","","STARCH-STARKE","SEP 2020","2020","72","9-10","","","SI","","","1900303","10.1002/star.201900303","","","2","0.50","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"Effect of processing on the hydroxycinnamic acids, flavones, and cellular antioxidant activity of tortillas supplemented with sorghum bran","Buitimea-Cantua, Nydia E.; Serna-Saldivar, Sergio O.","","","","CEREAL CHEMISTRY","MAR 2020","2020","97","2","","","","382","393","","10.1002/cche.10254","","","2","0.50","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"Tamales texture properties as a function of corn endosperm type","Cruz-Vazquez, Celia; Villanueva-Carvajal, Adriana; Estrada-Campuzano, Gaspar; Dominguez-Lopez, Aurelio","","","","INTERNATIONAL JOURNAL OF GASTRONOMY AND FOOD SCIENCE","JUL 2019","2019","16","","","","","","","100153","10.1016/j.ijgfs.2019.100153","","","2","0.40","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"Prevention of the development of polluting characteristics in cooking water residue from nixtamalisation of corn by removing solid lime particles","Manuel Balderas-Lopez, Juan; Prinyawiwatkul, Witoon; Arambula-Villa, Geronimo; Hernandez-Rosas, Francisco; Raul Leyva-Ovalle, Otto; Pascal Houbron, Eric; Andres Herrera-Corredor, Jose","","","","INTERNATIONAL JOURNAL OF FOOD SCIENCE AND TECHNOLOGY","MAR 2019","2019","54","3","","","","705","714","","10.1111/ijfs.13983","","","2","0.40","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"Effect of different salts on total phenolic compounds and their bioactivity during the development of a sustainable nixtamalization process using a fractional factorial design","Ramirez, Karina; Rangel-Peraza, Jesus G.; Bustos-Terrones, Yaneth A.; Aguayo Rojas, Jesus; Rochin Medina, Jesus J.","","","","JOURNAL OF FOOD PROCESSING AND PRESERVATION","SEP 2018","2018","42","9","","","","","","e13681","10.1111/jfpp.13681","","","2","0.33","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"Assessment of Corn Quality for Nixtamalization: Development of a Convenient Bench-Top Cooking Method","Sahasrabudhe, Shreya N.; Ratnayake, Wajira S.; Mathew, John M.; Jackson, David S.","","","","CEREAL CHEMISTRY","MAR-APR 2017","2017","94","2","","","","207","214","","10.1094/CCHEM-01-16-0004-R","","","2","0.29","0","0","0","0","0","0","0","0","0","1","0","0","1","0"
"Evaluation of Bacterial Effects on Folic Acid Loss in Fortified, Nixtamalized Corn Masa Flour","Adolphson, Stephen J.; Dunn, Michael L.; Nielsen-Barrows, Sarah; Eggett, Dennis L.; Steele, Frost M.","","","","CEREAL CHEMISTRY","SEP-OCT 2016","2016","93","5","","","","508","512","","10.1094/CCHEM-11-15-0238-R","","","2","0.25","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"Formulation of Metarhizium anisopliae (Metschnikoff) Sorokin with biodegradable polymers and their virulence against Heliothis virescens (Fabricius)","Acuna Jimenez, Monica; Garcia Gutierrez, Cipriano; Rosas Garcia, Ninfa Maria; Lopez Meyer, Melina; Sainz Hernandez, Juan Carlos","","","","REVISTA INTERNACIONAL DE CONTAMINACION AMBIENTAL","AUG 2015","2015","31","3","","","","219","226","","","","","2","0.22","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"Method to estimate crystallinity in nixtamalized corn pericarp from sequential extractions and X-ray diffraction","Caballero-Briones, E.; Chale-Lara, F.; Zapata-Navarro, A.","","","","JOURNAL OF CEREAL SCIENCE","JUL 2015","2015","64","","","","","11","15","","10.1016/j.jcs.2015.04.006","","","2","0.22","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"Development of a point-of-use fortification technology for delivery of micronutrients in Honduras","Andrade, Juan E.; Rosales, Eliana; Lopez, Julio R.; Paola Carrillo, E.; Engeseth, Nicki J.; Helferich, William G.","","","","JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE","JAN 30 2015","2015","95","2","","","","393","400","","10.1002/jsfa.6736","","","2","0.22","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"Physicochemical properties of thermal alkaline treated pigeonpea (Cajanus cajan L.) flour","Roskhrua, Piyanuch; Tran, Thierry; Chaiwanichsiri, Saiwarun; Kupongsak, Sasikan; Pradipasena, Pasawadee","","","","FOOD SCIENCE AND BIOTECHNOLOGY","APR 2014","2014","23","2","","","","381","388","","10.1007/s10068-014-0053-0","","","2","0.20","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"CHANGES OF SOLUBILITY OF CORN PROTEINS DURING THE PROCESS OF ELABORATION OF THE TORTILLA TO DIFFERENT COOKING TIMES","Vasquez-Lara, Francisco; Ramirez-Wong, Benjamin; Javier Cinco-Moroyoqui, Francisco","","","","BIOTECNIA","2010","2010","12","2","","","","40","48","","10.18633/bt.v12i2.92","","","2","0.14","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"Effects of pozole broth production on phenolic acids and antioxidant activity of specialty maize landraces","Peralta-Veran, Liliana; Espinosa-Leal, Claudia; Escalante-Aburto, Anayansi; Ernesto Preciado-Ortiz, R.; Puente-Garza, Cesar A.; Serna-Saldivar, Sergio O.; Garcia-Lara, Silverio","","","","JOURNAL OF CEREAL SCIENCE","SEP 2022","2022","107","","","","","","","103543","10.1016/j.jcs.2022.103543","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Effect of Biodegradable Coatings on the Growth of Aspergillus flavus In Vitro, on Maize Grains, and on the Quality of Tortillas during Storage","Ventura-Aguilar, Rosa, I; Gonzalez-Andrade, Cesar; Hernandez-Lopez, Monica; Correa-Pacheco, Zormy N.; Teksur, Pervin K.; Ramos-Garcia, Margarita de L.; Bautista-Banos, Silvia","","","","MOLECULES","JUL 2022","2022","27","14","","","","","","4545","10.3390/molecules27144545","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Nutrient composition, starch microstructure and thermal properties, and in vitro availability of selected minerals of nixtamalized Philippine quality protein maize variety IPB Var 6 and the production of healthy loaf bread using nixtamalized corn-wheat flour blends","De Leon, Deborah Christine A.; Bonto, Aldrin P.; Tuano, Arvin Paul P.; Juanico, Clarissa B.","","","","JOURNAL OF FOOD PROCESSING AND PRESERVATION","SEP 2022","2022","46","9","","","","","","e16665","10.1111/jfpp.16665","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Comparison of Regular and Selenium-Enriched Tortillas Produced from Sprouted Corn Kernels","Guardado-Felix, Daniela; Perez-Carrillo, Esther; Heredia-Olea, Erick; Serna-Saldivar, Sergio O.","","","","PLANT FOODS FOR HUMAN NUTRITION","JUN 2022","2022","77","2","","","","226","232","","10.1007/s11130-022-00961-8","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Occurrence and postharvest strategies to help mitigate aflatoxins and fumonisins in maize and their co-exposure to consumers in Mexico and Central America","Odjo, Sylvanus; Alakonya, Amos Emitati; Rosales-Nolasco, Aldo; Molina, Aide L.; Munoz, Carlos; Palacios-Rojas, Natalia","","","","FOOD CONTROL","AUG 2022","2022","138","","","","","","","108968","10.1016/j.foodcont.2022.108968","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Metatranscriptome Profiling of a Specialized Microbial Consortium during the Degradation of Nixtamalized Maize Pericarp","German Serrano-Gamboa, Jose; Abraham Focil-Espinosa, Carlos; Cabello-Yeves, Pedro J.; Coutinho, Felipe H.; Antonio Rojas-Herrera, Rafael; Noel Sanchez-Gonzalez, Monica","","","","MICROBIOLOGY SPECTRUM","FEB 2022","2022","10","1","","","","","","e02318-21","","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Phytochemical content and antioxidant activity of extruded products made from yellow corn supplemented with apple pomace powder","Vargas Leon, Enaim A.; Gomez Aldapa, Carlos A.; Aguayo Rojas, Jesus; Vargas Torres, Apolonio; Hernandez Uribe, Juan P.; Palma Rodriguez, Heidi M.; Navarro Cortez, Ricardo O.","","","","FOOD SCIENCE AND TECHNOLOGY","2022","2022","42","","","","","","","e91221","10.1590/fst.91221","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Mycotoxin challenges in maize production and possible control methods in the 21st century","Carvajal-Moreno, Magda","","","","JOURNAL OF CEREAL SCIENCE","JAN 2022","2022","103","","","","","","","103293","10.1016/j.jcs.2021.103293","","","1","0.33","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Microbial Interactions between Amylolytic and Non-Amylolytic Lactic Acid Bacteria Strains Isolated during the Fermentation of Pozol","Bolanos-Nunez, Sandra; Santiago-Urbina, Jorge A.; Guyot, Jean-Pierre; Diaz-Ruiz, Gloria; Wacher, Carmen","","","","FOODS","NOV 2021","2021","10","11","","","","","","2607","10.3390/foods10112607","","","1","0.33","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Assessment of the quality of fresh nixtamalized maize doughs with different degrees of cooking and milling: A comparison of Mixolab and RVA analyses","Espinosa-Ramirez, Johanan; De la Rosa-Millan, Julian; Perez-Carrillo, Esther; Serna-Saldivar, Sergio O.","","","","JOURNAL OF CEREAL SCIENCE","NOV 2021","2021","102","","","","","","","103321","10.1016/j.jcs.2021.103321","","","1","0.33","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Mathematical Model for Describing Corn Grain Dehydration Kinetics after a Nixtamalization Process","Angel Gruintal-Santos, Miguel; Teresa Zagaceta-Alvarez, Maria; Aguilar Cruz, Karen Alicia; Resendiz-Munoz, Juan; Eduardo Martinez-Flores, Hector; Luis Fernandez-Munoz, Jose","","","","FOODS","AUG 2021","2021","10","8","","","","","","1771","10.3390/foods10081771","","","1","0.33","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"The Effect of Nixtamalization Extrusion Process and Tortillas Making on the Stability of Anthocyanins from Blue Corn through the Kinetic and Thermodynamic Parameters","Menchaca-Armenta, Mariela; Frutos, Maria Jose; Ramirez-Wong, Benjamin; Quintero-Ramos, Armando; Torres-Chavez, Patricia Isabel; Valero-Cases, Estefania; Muelas-Domingo, Raquel; Ledesma-Osuna, Ana Irene; Campas-Baypoli, Olga Nydia","","","","PLANT FOODS FOR HUMAN NUTRITION","SEP 2021","2021","76","3","","","","334","339","","10.1007/s11130-021-00910-x","","","1","0.33","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Changes in the physical, chemical, and sensory properties from three native corn landraces from Chiapas using two nixtamalization times","Palacios-Pola, Gabriela; Rivera, Hugo Perales; Figueroa-Cardenas, Juan de Dios; Estrada, Zorba J. Hernandez","","","","INTERNATIONAL JOURNAL OF GASTRONOMY AND FOOD SCIENCE","OCT 2021","2021","25","","","","","","","100373","10.1016/j.ijgfs.2021.100373","","","1","0.33","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Chemical and sensorial characterization of Tejate, a Mexican traditional maize-cocoa beverage, and improvement of its nutritional value by protein addition","Perez-Ramirez, Iza F.; Carino-Sarabia, Adriana; Castano-Tostado, Eduardo; Vazquez-Landaverde, Pedro A.; Ramos-Gomez, Minerva; Reynoso-Camacho, Rosalia; Amaya-Llano, Silvia L.","","","","JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE","SEP 2021","2021","58","9","","","","3548","3560","","10.1007/s13197-021-05073-w","","","1","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Heteroscedasticity analysis of nixtamalization effect on nutrients, digestibility, and functional properties of quality protein maize and indigenous local maize flour","Farinde, Elizabeth O.; Dauda, Taofik O.; Obatolu, Veronica A.","","","","JOURNAL OF FOOD PROCESSING AND PRESERVATION","APR 2021","2021","45","4","","","","","","e15303","10.1111/jfpp.15303","","","1","0.33","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Preservation of Antioxidant Properties of Endemic Dark Corn Using Solar Energy for Nixtamalization","Servin-Campuzano, Hermelinda; Gonzalez-Aviles, Mauricio; Angel Rodriguez-Morales, Jose; Serrato Juarez, Marco Antonio; Maya Castro, Jessica Grizzel; Gonzalez Hidalgo, Vicente; Garcia Aviles, Martin","","","","PROCESSES","FEB 2021","2021","9","2","","","","","","401","10.3390/pr9020401","","","1","0.33","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
